Date,Open,High,Low,Close,Volume,ema_9,ema_21,ema_50,sma_20,macd,macd_signal,macd_diff,adx,rsi_14,rsi_7,stoch_k,stoch_d,williams_r,cci,bb_upper,bb_lower,bb_width,bb_pct,atr_14,obv,cmf,volume_sma,volume_ratio,returns_1d,returns_5d,returns_10d,high_low_pct,close_open_pct,dist_ema9,dist_ema21,dist_ema50,future_return,label,label_str
2015-03-13,348.3,350.0,336.7,339.4,10434348,347.32308003241513,358.17810932180873,363.9040559564936,367.95,-9.134159277960634,-5.164364828713925,-3.969794449246709,29.25501109287021,36.185435373812965,32.157158953070365,5.744822979291859,8.439100423068298,-94.25517702070812,-76.4893492403355,417.8247531322212,318.0752468677788,27.109527453306807,0.2137830444562591,11.364410846094028,-68871761,-0.167898974896072,14583010.85,0.715513970834082,-0.0209144670416846,-0.0197833935018051,-0.1379222758445517,0.0391868002357101,-0.0255526844674132,-0.0233443725174282,-0.0553273698344394,-0.0721981613332161,-0.03520919269298761,0,SELL
2015-03-16,341.0,341.6,335.0,335.4,5730165,344.9384640259321,356.1073721107352,362.7862498405526,365.8175,-9.708733166874596,-6.073238496346059,-3.635494670528536,29.027659300132687,34.38697852852036,28.92632349761486,0.5336891260840257,7.236457942940898,-99.46631087391596,-80.39229196812057,417.4004358896913,314.23456411030867,28.201458863882305,0.2051592791747352,11.024095785658742,-74601926,-0.2006110858560315,14568651.45,0.3933215795343913,-0.0117855038302887,-0.0087187823259938,-0.0718140307181404,0.0196779964221825,-0.0164222873900293,-0.0284390698447588,-0.0617393324708861,-0.0816525039968772,-0.023852116875372698,0,SELL
2015-03-17,339.5,340.65,336.25,340.0,7293674,343.9507712207457,354.6430655552138,361.8926714154329,363.3375,-9.681305493894117,-6.794851895855671,-2.886453598038444,28.81654692116213,38.19147447742772,37.36884573911029,6.671114076050701,4.316542060475519,-93.3288859239493,-68.93781721254612,414.8776287833083,311.79737121669166,28.370387743246056,0.2735987418840326,10.611660372397404,-67308252,-0.2041219757974685,14546452.7,0.5014056794753817,0.0137149672033394,0.0042829714960861,-0.009468317552804,0.0129411764705881,0.0014727540500736,-0.0116199153551344,-0.0430678398682759,-0.0643902100453909,-0.03955882352941176,0,SELL
2015-03-18,341.25,341.25,336.0,336.65,5838059,342.4906169765966,353.0073323229216,360.90276273247474,360.5075000000001,-9.816724775816624,-7.399226471847862,-2.4174983039687623,28.521846897701558,36.53023876749807,33.943146037496064,2.201467645096701,3.1354236157438,-97.7985323549033,-66.00802034704701,411.3783391418896,309.6366608581105,28.221792413134025,0.2655090774750497,10.228684631511875,-73146311,-0.2207839299165254,14382711.6,0.4059080903770607,-0.0098529411764706,-0.0045830869308102,-0.0143463621724492,0.0155948314272983,-0.0134798534798535,-0.0173492261297983,-0.0485885409859547,-0.0720414755160397,-0.02940739640576262,0,SELL
2015-03-19,338.5,340.85,331.5,333.35,6974900,340.6624935812773,351.22030211174695,359.822262233162,357.7125,-10.074198859649698,-7.934220949408229,-2.139977910241469,28.6855382556872,34.91892714207516,30.70791123730412,2.35818992989168,3.743590550346351,-97.64181007010832,-68.68947203998732,408.09973920795824,307.3252607920417,28.17191974446421,0.2582473223086204,10.165921443546743,-80121211,-0.235458015306501,14498783.75,0.4810679378537527,-0.0098024654685874,-0.0383672291937111,-0.0316630355846041,0.0280485975701215,-0.0152141802067946,-0.0219363839246356,-0.0536082259239445,-0.079412816058683,-0.03284835758212101,0,SELL
2015-03-20,333.7,333.7,326.4,327.45,7048608,338.0199948650219,349.0593655561336,358.55276175343016,354.2825,-10.631773154850578,-8.473731390496699,-2.1580417643538787,29.28365279353658,32.18548525006774,25.615324485049783,3.322784810126616,2.627480795038323,-96.67721518987338,-82.53836365584144,403.0782505834269,305.48674941657305,27.546238148046783,0.2250529023616103,9.961212769007693,-87169819,-0.2666932437708967,14553500.55,0.4843238900348273,-0.0176991150442479,-0.0352091926929876,-0.0542960288808664,0.0222934799205986,-0.0187293976625711,-0.0322797216827665,-0.0659928708387038,-0.0949847663870214,-0.03038631852191176,0,SELL
2015-03-23,326.35,329.8,325.0,327.4,7595698,335.89599589201754,347.09033232375776,357.33108482192307,351.14,-10.951447908585124,-8.969274694114384,-1.9821732144707396,29.955904158367865,32.16250781566279,25.57339289871921,9.302325581395255,4.994433440471175,-90.69767441860476,-86.3802009751717,398.3345505328742,303.9454494671258,26.880760114412595,0.2484879108715793,9.592554714078572,-94765517,-0.2528868134264714,14738211.2,0.5153744845236036,-0.0001526950679493,-0.0238521168753726,-0.032362937786316,0.0146609651802077,0.0032174046269341,-0.0259498958216785,-0.0601415159552773,-0.0914205400791786,0.00045815516188163485,1,HOLD
2015-03-24,327.1,329.8,326.0,326.55,7143657,334.02679671361403,345.2230293852343,356.12398345635745,347.6825,-11.144908779361913,-9.40440151116389,-1.740507268198023,30.580137568568343,31.74756759361766,24.76921992898326,6.007751937984538,6.21095410983546,-93.99224806201546,-87.66786521750974,391.30959335951707,304.05540664048294,25.09593859887516,0.2578053180640095,9.178800805930104,-101909174,-0.2780154839615616,14820768.0,0.4820031593504466,-0.002596212583995,-0.0395588235294117,-0.0354452813469207,0.0116368090644618,-0.001681442983797,-0.0228963304658215,-0.0571827572660674,-0.090564947041364,-0.002143622722400873,1,HOLD
2015-03-25,328.65,328.65,326.0,326.75,4833171,332.57143737089126,343.54366307748575,354.9720625365003,344.035,-11.15351876325417,-9.754224961581944,-1.3992938016722238,31.15978287804022,31.9699662045002,25.41306553743503,7.0,7.436692506459923,-93.0,-94.85186436859291,381.4057920708141,306.664207929186,21.72499430047178,0.268736504604363,8.71245789122081,-97076003,-0.3234586282112832,14537366.5,0.3324653746605343,0.0006124636349715,-0.0294073964057626,-0.0338557066824364,0.0081101759755163,-0.0057812262285105,-0.0178161817012739,-0.051396061446016,-0.0863720353068103,0.017444529456771107,1,HOLD
2015-03-26,326.0,328.95,320.6,322.4,16128731,330.53714989671306,341.6215118886234,353.6947267507552,340.3725,-11.380167397206776,-10.079413448706912,-1.3007539484998638,32.18533692672183,29.70293622095393,20.87887884604396,6.122448979591687,6.376733639192065,-93.87755102040832,-120.07452940646688,370.43432753925686,310.31067246074315,17.66407541106103,0.2010743944869907,8.686568041847893,-113204734,-0.3394718499940097,14953718.15,1.0785766348016932,-0.0133129303749044,-0.032848357582121,-0.0699552863118418,0.0258995037220842,-0.0110429447852761,-0.0252392986870753,-0.0596200740962264,-0.0970680110135087,0.05769230769230771,2,BUY
