Date,Open,High,Low,Close,Volume,ema_9,ema_21,ema_50,sma_20,macd,macd_signal,macd_diff,adx,rsi_14,rsi_7,stoch_k,stoch_d,williams_r,cci,bb_upper,bb_lower,bb_width,bb_pct,atr_14,obv,cmf,volume_sma,volume_ratio,returns_1d,returns_5d,returns_10d,high_low_pct,close_open_pct,dist_ema9,dist_ema21,dist_ema50
2015-03-13,869.0,869.6,847.0,850.1,2956988,864.3397447222189,872.1481911549846,879.5157732795587,871.6175,-7.693225482126991,-6.301369168024104,-1.3918563141028866,17.576565784106887,41.40681017263525,36.6024768018336,18.480492813141694,27.401323294547108,-81.5195071868583,-61.08284669061349,917.4176667573374,825.8173332426625,10.509235245354178,0.265093650051474,22.274921893866964,-14556476,-0.2415284107337852,3227937.7,0.9160610503728123,-0.015860152813151118,-0.03938075597491386,-0.0063701712348780415,0.02658510763439598,-0.02174913693901033,-0.01675067018258901,-0.025935997123849638,-0.03460272118522376
2015-03-16,851.5,853.95,840.3,842.1,3163589,859.8917957777753,869.4165374136223,878.0484880529094,867.8474999999999,-9.078960641469848,-6.856887462713253,-2.2220731787565953,18.028367747601667,39.21273304957782,32.55214629985683,7.529089664613283,21.081451060917157,-92.47091033538672,-90.68851887150952,910.2033670670297,825.49163293297,9.761131320198507,0.19605745575632558,21.658856044305047,-17720065,-0.28263094798737953,3301613.6,0.9581948051098408,-0.009410657569697722,-0.03167941125740237,-0.02664277870889431,0.01620947630922704,-0.011039342337052234,-0.021127889535417756,-0.032438590919869746,-0.04268909636968222
2015-03-17,850.55,859.9,841.0,856.85,4359100,859.2834366222203,868.2741249214748,877.2171747959326,865.55,-8.884548465553507,-7.262419663281305,-1.6221288022722025,18.005784044570596,44.9994695671047,45.519947134051066,27.72073921971254,17.910107232489167,-72.27926078028746,-60.06421960586738,904.955063126455,826.1449368735449,9.105207816175852,0.3896080946237708,21.461794898283255,-13360965,-0.2005618827959633,3379370.55,1.2899147742173465,0.01751573447334054,-0.0026770645405341797,-0.008562337286664667,0.022057536324910983,0.007406971959320521,-0.0028399797189942884,-0.013332701081256695,-0.02376982528556055
2015-03-18,857.0,872.25,854.7,868.65,2118940,861.1567492977763,868.3082953831589,876.8812071568764,863.9,-7.689672276837882,-7.347870185992621,-0.3418020908452615,17.140237468409815,49.168443410782544,53.808796576479565,40.879596250901244,25.376475045075683,-59.120403749098756,0.5623419695922559,899.7210692191048,828.0789307808951,8.292873994468076,0.5663017618338795,21.182380976977303,-11242025,-0.1846268511204427,3372911.35,0.6282228556051436,0.013771371885394013,0.01483731526374199,-0.03569049733570162,0.020203764462096305,0.013593932322053649,0.00862631750673308,0.0003933743358557194,-0.009475861574715241
2015-03-19,875.55,876.7,854.1,856.15,3185218,860.1553994382211,867.2029958028718,876.0682186409205,861.6049999999999,-7.6630351229798634,-7.41090317339007,-0.2521319495897938,16.052765685202885,45.25514520140159,45.292383763314334,22.855082912761382,30.485139461125055,-77.14491708723862,-5.427869536931554,892.9579727458162,830.2520272541836,7.277806592537477,0.41300665419792065,21.283639478621783,-14427243,-0.23424480196427658,3423016.5,0.9305295490103539,-0.014390145628273787,-0.008856216716832566,-0.035704229318015535,0.026397243473690386,-0.022157500999371797,-0.00467838514071268,-0.012910115987702862,-0.023264870222414864
2015-03-20,857.9,861.15,848.6,854.1,2378572,858.944319550577,866.011814366247,875.2067198706883,860.655,-7.718370285934725,-7.472396595899001,-0.2459736900357239,15.376176850055773,44.62782291418873,43.96112386548186,19.899062725306507,27.87791396298971,-80.1009372746935,-45.781889002129525,891.7071641757848,829.6028358242152,7.215937669747998,0.3944518011225818,20.65980808729165,-16805815,-0.19043414378461632,3328023.25,0.7147101511385174,-0.00239444022659574,0.004705328784848861,-0.034860726594722835,0.01469382976232286,-0.004429420678400693,-0.005671841178523573,-0.013946627287492065,-0.024712234949875032
2015-03-23,856.5,864.0,838.1,841.95,3029112,855.5454556404617,863.8243766965882,873.9025347777201,860.1800000000001,-8.642996179578176,-7.7065165126348365,-0.93647966694334,15.342271844241534,41.000248395102965,36.53565650621414,5.380852550663906,16.044999396243927,-94.61914744933608,-80.11210327812536,892.0604548273687,828.2995451726314,7.412507807056355,0.21408814430793568,21.03410750962796,-19834927,-0.1887412914644747,3318276.7,0.9128569657858852,-0.014225500526870327,-0.0001781261132881573,-0.03185189444029202,0.030761921729318815,-0.01698774080560415,-0.016147580783255105,-0.025980612502628557,-0.03795063219635379
2015-03-24,842.1,854.3,842.1,847.95,2111750,854.0263645123695,862.3812515423529,872.8847883158487,860.5049999999999,-8.79029001443189,-7.923271212994248,-0.8670188014376414,15.310788624556883,43.445035420564075,42.16393414101316,13.76659678546475,13.015504020478383,-86.23340321453524,-81.4141840974705,891.7410833012061,829.2689166987936,7.259942313224499,0.29903050137667225,20.413814116083103,-17723177,-0.15805439950552577,3195895.7,0.660769373668859,0.007126313914127991,-0.010386882184746482,-0.013036140371297078,0.014387640780706328,0.006946918418240141,-0.007165946709557666,-0.017018988787490783,-0.02940596534683491
2015-03-25,849.0,849.5,841.0,844.9,2346393,852.2010916098957,860.7920468566845,871.7873456367959,860.5925000000001,-9.048821765221078,-8.148381323439615,-0.9004404417814627,15.346631452353815,42.48137789794209,40.05714490576907,11.21187139323983,10.119773576456158,-88.78812860676017,-98.18347093403654,891.6428828478797,829.5421171521205,7.216047745682104,0.24730585325018434,19.56282739350574,-20069570,-0.12351594133416972,3138645.05,0.7475815081415467,-0.003596910195176717,-0.027341276693720107,-0.012909632571996066,0.01006036217303823,-0.004829210836278001,-0.008641367747539007,-0.018809382005781142,-0.03182310999739127
2015-03-26,841.1,849.25,824.1,829.3,4713693,847.6208732879167,857.9291335060767,870.1211752196666,859.9575000000001,-10.392699099711535,-8.597244878694,-1.7954542210175362,16.28482416919491,37.856194509870036,30.856827906018736,7.6866223207685636,10.888363499824377,-92.31337767923144,-155.57598438401146,892.9608524812238,826.9541475187764,7.675577567780666,0.03553960893151957,19.96191115111247,-24783263,-0.15285988948161608,3129062.8,1.5064232651386864,-0.01846372351757608,-0.03136132687029147,-0.03993980087983329,0.030326781623055563,-0.014029247414100663,-0.0220919730952812,-0.0345220469143576,-0.04922365274287551
