Date,Open,High,Low,Close,Volume,ema_9,ema_21,ema_50,sma_20,macd,macd_signal,macd_diff,adx,rsi_14,rsi_7,stoch_k,stoch_d,williams_r,cci,bb_upper,bb_lower,bb_width,bb_pct,atr_14,obv,cmf,volume_sma,volume_ratio,returns_1d,returns_5d,returns_10d,high_low_pct,close_open_pct,dist_ema9,dist_ema21,dist_ema50,future_return,label,label_str
2015-03-13,2638.0,2639.95,2575.0,2582.35,793419,2639.277091858434,2633.505554364411,2596.170280041863,2658.4375,17.219573899342322,32.80982084991538,-15.59024695057306,17.270605345535948,44.75898406168927,33.814665659974736,3.0999578237030416,7.117157897603975,-96.90004217629696,-88.50531273539649,2766.7303754581785,2550.144624541821,8.14710712275,0.1486957259280449,65.87432309762696,677003,0.1499887655648951,1211131.25,0.6551057121183191,-0.0140127145338959,-0.0423148955107641,-0.0300486412380039,0.025151509284179,-0.021095526914329,-0.0220446848252304,-0.0198096905393967,-0.0053518229681735,0.011075183456928706,1,HOLD
2015-03-16,2585.2,2610.0,2552.0,2562.3,778148,2623.881673486748,2627.032322149465,2594.842033765712,2659.615,9.532626142705794,28.154381908473468,-18.621755765767677,16.525919152446626,42.60237140733402,30.528563490586407,3.960015378700571,6.700171247648092,-96.03998462129942,-140.80140797250482,2763.0812510193564,2556.148748980643,7.78054350117266,0.0297258814287483,65.31187144779646,-101145,0.0645635650099717,1146080.5,0.6789645229981663,-0.0077642457451545,-0.0319253438113948,-0.042220353238015,0.0226359130468719,-0.0088581154262724,-0.024033748384946,-0.0252633657844375,-0.0127003214946382,0.0214065488038091,2,BUY
2015-03-17,2582.5,2606.7,2557.75,2583.7,633659,2615.845338789398,2623.093020135877,2594.405091265096,2659.5600000000004,5.108577317504114,23.5452209902796,-18.436643672775485,15.834424830292257,45.61440553674419,38.02783101819448,12.18762014609759,6.415864449500401,-87.8123798539024,-128.66499442586388,2763.186317120704,2555.933682879297,7.792741439990324,0.1339732892772822,64.14316634438242,532514,0.0419617208016161,1118653.65,0.5664478902831096,0.0083518713655699,-0.0223256517955121,-0.0321045927923878,0.0189456980299569,0.0004646660212971,-0.0124415910474892,-0.0152467469659314,-0.0041433182122909,0.0029415179780936107,1,HOLD
2015-03-18,2590.95,2599.45,2551.7,2559.35,627585,2604.5462710315182,2617.298200123525,2593.03038180372,2655.745,-0.358225349733857,18.764531722276907,-19.122757072010764,15.319380459379614,42.858449592707984,33.261479075650755,2.937788018433213,6.361807847743791,-97.0622119815668,-137.9796486540266,2767.880043139959,2543.6099568600407,8.444714619811705,0.0701834266042666,62.97222589121225,-95071,-0.0261288026799921,1083532.55,0.5792027198444569,-0.0094244687850756,-0.0181082273503291,-0.0780439481268011,0.0186570808994471,-0.0121962986549334,-0.0176592771725314,-0.0226417645587843,-0.013159740482435,0.005626428585383092,1,HOLD
2015-03-19,2576.0,2605.85,2568.1,2596.25,1224482,2602.8870168252147,2615.3847273850224,2593.156641340829,2651.505,-1.6936607687975993,14.672893224062006,-16.366553992859608,14.675935549938638,47.98699581472706,45.36769158941317,17.10829493087564,10.744567698468815,-82.89170506912437,-94.01506877209876,2765.882532321696,2537.1274676783046,8.627366897041155,0.2584534353976478,61.79563832755423,1129411,-0.0445040970901721,1079306.6,1.1345080258010096,0.0144177232500439,-0.0087054466314122,-0.0545338674435542,0.0145402022147327,0.0078610248447204,-0.0025563858739392,-0.0073701405430996,0.0011914717993917,-0.032026961964371714,0,SELL
2015-03-20,2596.0,2618.0,2578.85,2610.95,981954,2604.499613460172,2614.9815703500203,2593.854420111777,2648.275,-1.5479915299583809,11.42871627325793,-12.97670780321631,13.761703608929412,49.91550283484799,49.61551359084949,22.75345622119815,14.266513056835668,-77.24654377880185,-68.169769209136,2763.400138436401,2533.149861563599,8.694349222524163,0.3378937888503826,60.178092732728935,2111365,-0.0227282349690585,1083364.6,0.9063929170290408,0.0056620125180548,0.0110751834569287,-0.0317083572845778,0.0149945422164346,0.0057588597842834,0.0024705132384104,-0.0015441009402786,0.0065476473652206,-0.03682567647791024,0,SELL
2015-03-23,2616.0,2631.0,2606.0,2617.15,783304,2607.0296907681377,2615.1787003182,2594.7679722642565,2644.3,-0.9216353852270912,8.958645941560926,-9.880281326788015,12.97838871009922,50.74500702671525,51.47215860857293,25.134408602150632,21.66538658474148,-74.86559139784937,-41.33904009015135,2757.949989001321,2530.650010998679,8.595846840473548,0.3805543219204161,57.66537182324829,2894669,-0.0268817532601373,1082157.5,0.7238354860544791,0.0023746146038798,0.0214065488038091,-0.0112022064379628,0.0095523756758305,0.0004396024464832,0.003866919829533,0.000753223805208,0.0085520614927472,-0.020251036432760827,0,SELL
2015-03-24,2630.0,2637.0,2582.1,2591.3,1197439,2603.8837526145103,2613.007909380181,2594.6319733519326,2638.6275,-2.482505808754468,6.670415591497847,-9.152921400252314,12.46287464898734,47.23255615890855,43.64839122712262,15.207373271889535,21.031746031746103,-84.79262672811046,-57.064561347626935,2750.959910616885,2526.2950893831157,8.514457657769789,0.2893417414435597,57.46784526444485,1697230,-0.0638758589957379,1087031.4,1.101567995183948,-0.0098771564488088,0.0029415179780936,-0.0194498051235477,0.0211862771581831,-0.0147148288973383,-0.0048561542910933,-0.0083772274071629,-0.0012858307999584,-0.014413614787944451,1,HOLD
2015-03-25,2591.4,2614.0,2545.2,2573.75,1112429,2597.857002091608,2609.439008527437,2593.813072436171,2633.7050000000004,-5.077119322244471,4.320908608749384,-9.398027930993855,12.802539162401244,44.95735923964354,38.95805306531564,12.660753880266157,17.66751191810211,-87.33924611973384,-87.75423162049552,2748.326297759188,2519.0837022408127,8.704186517410845,0.2384648351916143,58.27728488841309,584801,-0.038049380062142,1098453.0,1.0127233481996951,-0.0067726623702389,0.005626428585383,-0.0125836834129405,0.0267314230208839,-0.0068109901983484,-0.009366489399362,-0.0138665404671926,-0.007795268552179,-0.012083535696940206,1,HOLD
2015-03-26,2553.3,2586.7,2501.0,2513.1,1545821,2580.9056016732866,2600.6809168431246,2590.6478539092623,2626.5375,-11.890253906064116,1.078676105786684,-12.968930011850802,13.919545537503716,38.12293094190486,27.1816586547627,6.767337807606206,11.5451549865873,-93.2326621923938,-136.5695354480229,2751.9894664054746,2501.0855335945253,9.552649935930834,0.0478847273172369,60.23605025352644,-961020,-0.0829693899472906,1125944.2,1.3729108422957372,-0.02356483729966,-0.0320269619643717,-0.0404535995876368,0.0341013091401057,-0.0157443308659383,-0.0269808609578953,-0.0348497540261528,-0.0308574485333899,0.013608690461979434,1,HOLD
